,1,2,3,4,5,6,7,8,9,10,convexo
102,25.0,21.0,15.0,4.0,41.0,-1.0,10.0,40.0,0.0,0.0,0.0
103,4.0,-1.0,40.0,41.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0
104,5.0,52.0,14.0,31.0,-1.0,33.0,52.0,55.0,0.0,0.0,0.0
105,5.0,-1.0,31.0,52.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0
106,42.0,31.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
107,13.0,31.0,42.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108,51.0,24.0,1.0,5.0,41.0,13.0,34.0,41.0,42.0,0.0,0.0
109,1.0,51.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,34.0,22.0,33.0,41.0,51.0,-1.0,12.0,20.0,3.0,23.0,0.0
111,51.0,34.0,3.0,-1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0
112,3.0,1.0,43.0,51.0,41.0,11.0,-1.0,23.0,2.0,0.0,0.0
113,3.0,-1.0,51.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,44.0,34.0,22.0,13.0,50.0,1.0,12.0,30.0,30.0,0.0,0.0
115,50.0,44.0,34.0,13.0,1.0,30.0,0.0,0.0,0.0,0.0,1.0
116,50.0,34.0,43.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
117,34.0,4.0,10.0,50.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0
118,25.0,10.0,-1.0,52.0,14.0,1.0,40.0,24.0,52.0,0.0,0.0
119,52.0,25.0,14.0,1.0,-1.0,40.0,0.0,0.0,0.0,0.0,1.0
120,15.0,55.0,33.0,4.0,33.0,42.0,13.0,23.0,54.0,0.0,0.0
121,15.0,4.0,13.0,42.0,54.0,55.0,0.0,0.0,0.0,0.0,1.0
122,41.0,11.0,14.0,21.0,44.0,5.0,1.0,24.0,30.0,0.0,0.0
123,30.0,41.0,44.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
124,4.0,2.0,14.0,52.0,40.0,52.0,15.0,10.0,20.0,4.0,0.0
125,40.0,52.0,15.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0
126,4.0,25.0,24.0,42.0,20.0,2.0,4.0,24.0,-1.0,40.0,0.0
127,4.0,-1.0,40.0,42.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0
128,53.0,10.0,11.0,11.0,52.0,13.0,40.0,5.0,53.0,43.0,0.0
129,53.0,5.0,10.0,40.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0
130,44.0,15.0,1.0,41.0,11.0,22.0,45.0,0.0,0.0,0.0,0.0
131,15.0,1.0,41.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,22.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
133,22.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
134,43.0,52.0,43.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,43.0,52.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
136,-1.0,34.0,21.0,51.0,55.0,33.0,0.0,0.0,0.0,0.0,0.0
137,-1.0,51.0,55.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
138,32.0,12.0,2.0,43.0,32.0,41.0,53.0,10.0,15.0,0.0,0.0
139,15.0,2.0,10.0,41.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0
140,50.0,20.0,40.0,24.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
141,20.0,50.0,52.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
142,3.0,23.0,25.0,51.0,13.0,43.0,11.0,44.0,14.0,34.0,0.0
143,25.0,3.0,11.0,51.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0
144,22.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
145,43.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
146,34.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
147,34.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148,3.0,21.0,50.0,24.0,54.0,53.0,30.0,51.0,42.0,0.0,0.0
149,24.0,3.0,30.0,50.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0
150,34.0,44.0,41.0,32.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
151,54.0,34.0,32.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
152,21.0,10.0,21.0,20.0,11.0,-1.0,0.0,0.0,0.0,0.0,0.0
153,20.0,21.0,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,13.0,52.0,34.0,23.0,35.0,22.0,12.0,23.0,51.0,0.0,0.0
155,35.0,13.0,12.0,51.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0
156,5.0,33.0,2.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
157,10.0,33.0,25.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
158,53.0,52.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
159,1.0,52.0,53.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160,50.0,41.0,-1.0,25.0,11.0,40.0,25.0,0.0,0.0,0.0,0.0
161,-1.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
162,34.0,3.0,21.0,21.0,55.0,41.0,24.0,0.0,0.0,0.0,0.0
163,3.0,21.0,41.0,55.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0
164,31.0,55.0,15.0,3.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0
165,3.0,20.0,30.0,55.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0
166,33.0,21.0,1.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
167,45.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168,1.0,25.0,45.0,14.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0
169,1.0,40.0,45.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0
170,2.0,3.0,4.0,45.0,20.0,54.0,15.0,4.0,14.0,0.0,0.0
171,2.0,20.0,54.0,45.0,15.0,4.0,0.0,0.0,0.0,0.0,1.0
172,35.0,31.0,43.0,11.0,42.0,-1.0,13.0,12.0,52.0,0.0,0.0
173,52.0,35.0,13.0,-1.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0
174,35.0,15.0,-1.0,14.0,12.0,14.0,20.0,13.0,3.0,0.0,0.0
175,35.0,15.0,3.0,-1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0
176,14.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
177,20.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
178,22.0,1.0,25.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,1.0,42.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180,25.0,34.0,23.0,21.0,3.0,34.0,11.0,0.0,0.0,0.0,0.0
181,21.0,34.0,25.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
182,22.0,33.0,52.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
183,4.0,22.0,52.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184,43.0,34.0,34.0,13.0,40.0,40.0,12.0,0.0,0.0,0.0,0.0
185,40.0,43.0,34.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0
186,24.0,30.0,35.0,52.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
187,52.0,35.0,15.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0
188,21.0,32.0,22.0,32.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
189,21.0,43.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190,41.0,4.0,1.0,25.0,34.0,42.0,0.0,0.0,0.0,0.0,1.0
191,25.0,4.0,1.0,41.0,42.0,34.0,0.0,0.0,0.0,0.0,1.0
192,24.0,12.0,44.0,41.0,10.0,51.0,34.0,44.0,20.0,0.0,0.0
193,24.0,12.0,10.0,20.0,51.0,44.0,0.0,0.0,0.0,0.0,1.0
194,45.0,35.0,2.0,45.0,55.0,22.0,0.0,0.0,0.0,0.0,0.0
195,2.0,22.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
196,2.0,35.0,43.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
197,2.0,43.0,44.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
198,22.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
199,1.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200,3.0,52.0,41.0,30.0,13.0,15.0,33.0,35.0,0.0,0.0,0.0
201,3.0,30.0,52.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0
202,10.0,10.0,11.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
203,21.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
204,44.0,53.0,45.0,43.0,3.0,52.0,32.0,34.0,0.0,0.0,0.0
205,45.0,3.0,32.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0
206,55.0,23.0,15.0,55.0,44.0,14.0,43.0,2.0,45.0,11.0,0.0
207,2.0,11.0,43.0,55.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0
208,30.0,53.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
209,30.0,53.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
210,30.0,22.0,45.0,5.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0
211,45.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212,40.0,3.0,55.0,43.0,43.0,30.0,0.0,0.0,0.0,0.0,0.0
213,55.0,3.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
214,10.0,32.0,40.0,22.0,10.0,14.0,10.0,0.0,0.0,0.0,0.0
215,10.0,40.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
216,42.0,43.0,54.0,21.0,32.0,53.0,35.0,0.0,0.0,0.0,0.0
217,35.0,21.0,42.0,53.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0
218,33.0,44.0,20.0,33.0,21.0,55.0,54.0,32.0,11.0,51.0,0.0
219,55.0,11.0,20.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
220,25.0,52.0,31.0,42.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
221,14.0,31.0,52.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
222,5.0,13.0,15.0,31.0,12.0,34.0,22.0,35.0,23.0,0.0,0.0
223,35.0,5.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,13.0,3.0,54.0,11.0,45.0,34.0,-1.0,32.0,10.0,-1.0,0.0
225,3.0,-1.0,10.0,54.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0
226,55.0,3.0,45.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
227,3.0,11.0,55.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
228,2.0,1.0,14.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229,2.0,1.0,35.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
230,3.0,53.0,55.0,22.0,55.0,25.0,0.0,0.0,0.0,0.0,0.0
231,53.0,55.0,25.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0
232,2.0,21.0,55.0,14.0,41.0,42.0,0.0,0.0,0.0,0.0,0.0
233,2.0,21.0,41.0,55.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0
234,41.0,34.0,54.0,13.0,30.0,11.0,5.0,24.0,51.0,42.0,0.0
235,54.0,5.0,11.0,30.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0
236,43.0,3.0,40.0,12.0,45.0,24.0,0.0,0.0,0.0,0.0,0.0
237,45.0,3.0,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
238,55.0,2.0,15.0,33.0,55.0,1.0,2.0,4.0,24.0,1.0,0.0
239,55.0,15.0,4.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0
240,44.0,24.0,52.0,32.0,23.0,24.0,53.0,54.0,0.0,0.0,0.0
241,32.0,52.0,54.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0
242,4.0,-1.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,31.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
244,1.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
245,1.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
246,54.0,10.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
247,54.0,10.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
248,1.0,42.0,52.0,43.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0
249,1.0,52.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
250,20.0,13.0,52.0,40.0,42.0,14.0,50.0,11.0,3.0,0.0,0.0
251,50.0,52.0,14.0,3.0,11.0,20.0,0.0,0.0,0.0,0.0,1.0
252,40.0,25.0,40.0,45.0,33.0,14.0,13.0,0.0,0.0,0.0,0.0
253,25.0,14.0,13.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0
254,13.0,25.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
255,13.0,40.0,42.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
256,34.0,51.0,32.0,43.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
257,34.0,32.0,51.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
258,53.0,50.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
259,53.0,43.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
260,23.0,22.0,53.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,53.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262,41.0,-1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
263,-1.0,41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
264,44.0,31.0,35.0,21.0,10.0,54.0,40.0,41.0,54.0,32.0,0.0
265,35.0,10.0,40.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
266,52.0,12.0,52.0,22.0,4.0,4.0,13.0,51.0,0.0,0.0,0.0
267,52.0,4.0,12.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
268,43.0,12.0,30.0,54.0,41.0,4.0,15.0,54.0,0.0,0.0,0.0
269,15.0,4.0,12.0,30.0,41.0,54.0,0.0,0.0,0.0,0.0,1.0
270,3.0,42.0,3.0,5.0,-1.0,5.0,4.0,0.0,0.0,0.0,0.0
271,-1.0,42.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
272,35.0,33.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,35.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
274,23.0,40.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
275,14.0,40.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
276,25.0,5.0,-1.0,21.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0
277,35.0,5.0,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
278,20.0,5.0,2.0,13.0,20.0,25.0,32.0,23.0,51.0,52.0,0.0
279,20.0,51.0,52.0,25.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0
280,32.0,44.0,31.0,13.0,44.0,15.0,1.0,-1.0,0.0,0.0,0.0
281,15.0,1.0,-1.0,31.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0
282,5.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283,5.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
284,11.0,23.0,4.0,21.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0
285,4.0,11.0,31.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
286,22.0,55.0,25.0,15.0,25.0,11.0,52.0,32.0,22.0,0.0,0.0
287,55.0,15.0,11.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
288,45.0,43.0,11.0,25.0,20.0,15.0,50.0,0.0,0.0,0.0,0.0
289,50.0,45.0,15.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0
290,54.0,34.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291,12.0,54.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292,12.0,30.0,12.0,44.0,21.0,11.0,33.0,11.0,45.0,0.0,0.0
293,30.0,44.0,45.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
294,13.0,30.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,13.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296,53.0,31.0,55.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0
297,53.0,55.0,14.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0
298,25.0,45.0,25.0,1.0,45.0,55.0,34.0,0.0,0.0,0.0,0.0
299,1.0,55.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
300,45.0,55.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
301,45.0,3.0,13.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
